"locus_tag","logFC","logCPM","LR","PValue","q.value"
"BW25113_0001",-0.297350882720433,4.94766659435175,1.21575281088345,0.270195777884761,0.707874111754264
"BW25113_0002",-0.164860347615377,9.19776588154478,0.931876424742896,0.334375811508067,0.76602839706022
"BW25113_0003",0.228747697549873,7.65345791422498,1.56754670273317,0.210563649914553,0.632557309959914
"BW25113_0004",0.135938055867313,8.18432424812968,0.488379966124192,0.484650855762779,0.859007769538006
"BW25113_0005",-0.219325808117918,5.82159846377004,0.943555068573304,0.331365242919141,0.76602839706022
"BW25113_0006",-0.203402516754411,7.68676237267246,1.07696261782711,0.299378034137988,0.740780564421635
"BW25113_0007",-0.0894354822735632,8.43565836876091,0.239623631885411,0.624478079859519,0.911064154595846
"BW25113_0008",0.0388534443272598,8.50506264348256,0.0465294635918738,0.829216228044153,0.961905643458907
"BW25113_0009",0.0788665605847715,7.48760271002396,0.173453848795111,0.677060329030943,0.923009162275809
"BW25113_0010",-0.118245527079216,7.34590102856173,0.379057229015572,0.538108223733131,0.879006565570445
"BW25113_0011",-0.384436654987085,7.19697057983867,3.90670666789815,0.0480937560447407,0.30474574327876
"BW25113_0013",-0.592404664902012,7.10472173659546,9.22880722988049,0.00238236793324572,0.0376207786623959
"BW25113_0014",-0.11956597162932,4.5298969445013,0.0909368742895467,0.76298947568979,0.948751416452879
"BW25113_0015",-0.722394962833866,7.84783663266756,15.3559658691088,8.90393298099516e-05,0.00249745980327074
"BW25113_0018",-0.0815827347739039,7.72200807114943,0.173089744182214,0.677380326750045,0.923009162275809
"BW25113_4412",-0.173469687677656,6.07783017341349,0.378293821191409,0.538517771705956,0.879006565570445
"BW25113_4413",-0.164992033129483,6.13154675434703,0.548707634048329,0.458846235452838,0.838680265171005
"BW25113_0019",-0.294231833570574,6.96913265693743,2.14372837352423,0.14315360718286,0.542582741846693
"BW25113_0020",-0.272568388407371,8.00318355946643,2.11210731264599,0.146137954449021,0.547812462892547
"BW25113_0024",-0.624313565741903,5.29352699642594,5.98527650211468,0.0144257810244477,0.141471412442689
"BW25113_0025",0.354982679151263,2.15557188810181,0.434052119731349,0.510007303916237,0.872903125796349
"BW25113_0028",-0.351868915868708,6.14285712334295,1.90873902303047,0.167103397308973,0.578462880735084
